X,Y,TreeType,dbh_cm
324163.4,5531401.921,Maple,15
324135.534,5531413.489,Maple,15
324120.511,5531420.516,Maple,13
324113.373,5531423.997,Maple,13
324105.26,5531427.639,Maple,13
324098.182,5531431.869,Maple,13
324166.337,5531378.642,Maple,15
324173.984,5531375.539,Maple,20
324157.972,5531381.514,Maple,13
324149.725,5531384.88,Maple,13
324141.949,5531388.32,Maple,16
324133.767,5531390.839,Maple,18
324119.785,5531397.451,Maple,18
324111.461,5531401.353,Maple,15
324104.072,5531405.485,Maple,23
324096.675,5531409.679,Maple,15
324089.619,5531412.322,Maple,18
324182.043,5531373.865,Maple,18
324190.666,5531373.929,Maple,5
324199.234,5531372.828,Maple,8
324207.297,5531371.454,Maple,25
324215.317,5531370.47,Maple,15
324222.093,5531369.361,Maple,15
324229.641,5531366.611,Maple,13
324269.906,5531353.089,Maple,18
324277.182,5531349.821,Maple,13
324282.884,5531346.429,Maple,8
324291.288,5531342.423,Maple,8
324299.205,5531338.361,Maple,10
324306.541,5531333.794,Maple,10
323925.913,5531510.583,Maple,5
323906.56,5531499.64,Maple,10
323837.493,5531417.99,Maple,3
323826.566,5531410.811,Maple,3
323813.788,5531401.662,Maple,3
323802.299,5531392.306,Maple,3
323790.002,5531385.251,Maple,3
323777.662,5531375.766,Maple,5
323766.936,5531369.952,Maple,5
323748.907,5531334.646,Maple,15
323756.946,5531339.792,Maple,15
323771.567,5531351.433,Maple,20
323780.1,5531358.47,Maple,20
323788.219,5531363.105,Maple,15
323796.351,5531370.767,Maple,10
323804.972,5531375.095,Maple,15
323811.951,5531381.157,Maple,10
323820.639,5531386.376,Maple,13
323852.255,5531409.002,Maple,13
323860.194,5531416.667,Maple,15
323866.341,5531423.789,Maple,8
323887.886,5531456.991,Maple,8
323894.074,5531465.696,Maple,5
323901.025,5531472.403,Maple,8
323908.272,5531480.674,Maple,8
323916.69,5531487.226,Maple,13
323925.486,5531493.627,Maple,13
323933.651,5531497.254,Maple,5
323681.729,5531275.564,Maple,10
323678.203,5531238.016,Maple,13
323683.248,5531248.855,Maple,15
323694.616,5531270.749,Maple,13
323700.848,5531279.547,Maple,10
323707.296,5531288.669,Maple,10
323714.324,5531297.184,Maple,10
323720.842,5531306.177,Maple,10
323727.985,5531313.659,Maple,10
323645.138,5531205.168,Maple,13
323639.557,5531183.324,Maple,10
323632.967,5531166.797,Maple,13
323617.788,5531129.392,Maple,10
323636.475,5531134.42,Maple,8
323641.588,5531145.413,Maple,10
323646.618,5531157.215,Maple,10
323650.998,5531168.304,Maple,10
323664.821,5531203.208,Maple,10
323668.741,5531214.539,Maple,15
323673.317,5531226.922,Maple,20
323817.679,5530892.061,Maple,10
323807.028,5530894.058,Maple,13
323794.751,5530897.007,Maple,13
323784.474,5530900.703,Maple,13
323774.667,5530904.778,Maple,15
323763.536,5530910.484,Maple,13
323724.593,5530932.701,Maple,20
323715.553,5530940.299,Maple,18
323705.265,5530948.51,Maple,18
323697.053,5530955.621,Maple,5
323687.25,5530964.261,Maple,18
323677.732,5530970.907,Maple,18
323659.719,5530987.081,Maple,20
323653.019,5530997.213,Maple,23
323645.378,5531006.476,Maple,23
323635.589,5531029.966,Maple,23
323630.08,5531052.701,Maple,15
323627.799,5531063.457,Maple,15
323627.025,5531076.317,Maple,10
323627.12,5531089.471,Maple,20
323627.067,5531100.42,Maple,10
323636.186,5530998.009,Maple,15
323711.729,5531341.647,Maple,15
323667.839,5531352.946,Honey Locust,5
323657.445,5531351.668,Birch,10
323636.385,5531350.952,Maple,20
323636.731,5531256.425,Oak,20
323574.926,5531143.377,Cherry/Plum,10
323562.471,5531145.468,Cherry/Plum,3
323589.197,5531122.181,Cherry/Plum,13
323578.263,5531123.895,Cherry/Plum,10
323593.491,5531103.299,Hawthorn,15
323605.51,5531101.556,Plane-Sycamore,36
323587.639,5531103.922,Mountain Ash/Whitebeam,36
323578.243,5531107.863,Spruce,10
323522.699,5531129.985,Plane-Sycamore,28
323487.592,5531126.771,Plane-Sycamore,20
323499.829,5531120.127,Plane-Sycamore,33
323516.131,5531115.415,Plane-Sycamore,18
323529.568,5531111.413,Plane-Sycamore,23
323540.178,5531109.603,Plane-Sycamore,25
323401.384,5531255.053,Maple,5
323394.987,5531261.157,Maple,15
323389.876,5531265.783,Maple,8
323382.827,5531271.101,Maple,10
323395.86,5531239.58,Maple,10
323400.176,5531232.882,Maple,10
323334.505,5531291.326,Spruce,10
323340.114,5531285.732,Spruce,10
323336.966,5531287.865,Maple,10
323429.022,5531182.49,Honey Locust,15
323434.836,5531173.373,Honey Locust,15
323439.55,5531167.91,Honey Locust,15
323445.017,5531160.348,Honey Locust,10
323467.583,5531178.691,Honey Locust,10
323516.799,5531224.662,Honey Locust,23
323521.643,5531233.131,Honey Locust,23
323535.663,5531252.234,Honey Locust,20
323542.765,5531260.118,Honey Locust,15
323555.808,5531275.294,Spruce,3
323563.835,5531299.017,Honey Locust,20
323556.666,5531304.699,Honey Locust,5
323547.32,5531299.869,Honey Locust,8
323541.4,5531277.91,Honey Locust,18
323512.463,5531239.801,Honey Locust,10
323499.76,5531221.777,Honey Locust,13
323488.693,5531206.832,Honey Locust,15
323480.061,5531194.425,Honey Locust,15
323401.181,5531065.464,Ash,18
323414.934,5531084.589,Ash,15
323422.506,5531115.032,Ash,10
323410.307,5531099.127,Maple,15
323399.229,5531082.683,Ash,8
323388.085,5531068.002,Ash,15
323419.308,5531025.079,Spruce,3
323473.068,5531000.123,Ash,18
323454.437,5531016.015,Ash,15
323428.716,5531034.178,Ash,13
323421.258,5531041.058,Spruce,3
323749.21,5530536.764,Ash,8
323738.554,5530533.156,Ash,8
323728.056,5530529.475,Ash,5
323717.499,5530523.233,Ash,8
323706.715,5530516.564,Ash,8
323697.157,5530509,Ash,8
323682.093,5530500.379,Ash,10
323671.045,5530494.655,Ash,10
323658.994,5530489.758,Ash,5
323624.983,5530478.586,Ash,8
323349.884,5530519.929,Maple,8
323465.16,5530536.403,Honey Locust,51
323485.755,5530539.699,Maple,38
323532.066,5530545.057,Maple,8
323548.512,5530547.011,Maple,8
323560.661,5530548.905,Maple,10
323583.843,5530547.007,Maple,5
323595.925,5530492.42,Maple,13
323608.86,5530497.461,Maple,10
323605.497,5530527.691,Honey Locust,36
323579.788,5530561.857,Maple,10
323534.437,5530556.745,Honey Locust,23
323465.339,5530550.787,Honey Locust,36
323419.85,5530545.366,Maple,46
323240.371,5530476.864,Honey Locust,23
323257.327,5530489.793,Honey Locust,30
323238.66,5530475.184,Spruce,8
323295.937,5530499.266,Mountain Ash/Whitebeam,13
325091.922,5533439.285,Linden-Basswood,8
325078.388,5533420.023,Linden-Basswood,8
325035.415,5533369.164,Linden-Basswood,8
325035.561,5533324.97,Linden-Basswood,8
325049.123,5533313.674,Linden-Basswood,8
325059.699,5533304.069,Linden-Basswood,8
325042.696,5533275.698,Linden-Basswood,8
325036.604,5533268.508,Linden-Basswood,8
325022.717,5533249.131,Linden-Basswood,8
325004.644,5533230.223,Linden-Basswood,8
324979.595,5533251.554,Linden-Basswood,8
324980.952,5533273.485,Linden-Basswood,8
324971.046,5533281.867,Linden-Basswood,8
324920.438,5533348.1,Plane-Sycamore,20
324905.328,5533330.14,Plane-Sycamore,15
324925.522,5533318.578,Ash,10
324917.398,5533324.966,Spruce,8
324941.507,5533293.055,Birch,10
324943.413,5533287.591,Linden-Basswood,8
324965.773,5533247.45,Spruce,8
324947.369,5533244.573,Maple,10
324951.087,5533249.667,Maple,8
324955.327,5533253.299,Maple,15
324959.184,5533258.994,Maple,8
324903.384,5532984.669,Birch,10
324914.023,5532983.054,Maple,10
324925.344,5532991.003,Maple,8
324926.641,5533006.58,Maple,8
324930.976,5533021.919,Maple,8
324955.892,5533058.427,Maple,15
324958.252,5533062.774,Maple,10
324964.274,5533074.574,Maple,8
324971.399,5533093.133,Maple,5
324980.428,5533108.115,Maple,5
324988.461,5533117.656,Maple,8
324993.204,5533122.481,Maple,10
325016.548,5533173.064,Maple,8
325010.848,5533162.681,Maple,8
325005.277,5533153.54,Maple,8
324993.544,5533140.173,Maple,8
324973.982,5533119.676,Maple,8
324963.93,5533105.313,Maple,5
324959.264,5533097.809,Maple,5
324953.511,5533081.645,Maple,8
324951.941,5533075.865,Maple,8
324945.096,5533064.316,Maple,10
324939.877,5533057.825,Maple,8
324922.303,5533032.041,Maple,8
324895.921,5532989.68,Maple,8
325246.386,5533161.196,Pine,20
325245.498,5533164.009,Honey Locust,20
325257.318,5533186.801,Honey Locust,20
325278.234,5533208.448,Honey Locust,20
325282.093,5533192.995,Maple,13
325262.509,5533167.421,Honey Locust,23
325270.721,5533098.528,Russian Olive,41
325273.966,5533111.276,Honey Locust,20
325309.832,5533069.906,Maple,13
325354.055,5533037.983,Maple,13
325290.358,5533032.141,Maple,20
325286.646,5533010.984,Maple,20
325316.043,5533031.575,Maple,10
325324.941,5533138.69,Honey Locust,23
325300.085,5533107.765,Honey Locust,10
325382.078,5533013.309,Maple,41
325392.237,5533010.003,Maple,41
325407.839,5533001.474,Maple,36
325462.49,5533017.59,Maple,10
325471.883,5533029.018,Maple,20
325481.848,5533043.699,Maple,5
325488.045,5533056.922,Maple,15
325484.945,5533096.758,Maple,23
325474.863,5533061.133,Maple,5
325458.885,5533035.517,Maple,10
325440.413,5533017.998,Maple,18
325428.724,5533015.228,Spruce,20
325408.847,5533015.675,Maple,30
325414.068,5533081.135,Maple,23
325420.313,5533107.797,Maple,5
325423.227,5533123.629,Maple,5
325407.188,5533108.052,Maple,10
325398.52,5533075.004,Maple,20
325369.208,5533024.377,Maple,15
325350.068,5532965.936,Maple,10
325363.018,5532963.086,Maple,10
325367.668,5532983.118,Maple,30
325369.506,5532988.055,Maple,20
325371.752,5532994.587,Cherry/Plum,18
325337.003,5532957.44,Maple,5
325326.79,5532962.724,Maple,8
325307.517,5532970.207,Maple,8
325137.359,5533021.049,Linden-Basswood,25
325122.639,5533010.44,Spruce,15
325118.952,5533054.952,Linden-Basswood,10
325124.056,5533067.908,Linden-Basswood,18
325109.824,5533074.325,Linden-Basswood,15
325131.352,5533108.212,Honey Locust,18
325155.67,5533102.631,Honey Locust,18
324936.925,5532587.544,Ash,8
324922.93,5532613.784,Ash,13
324909.402,5532624.67,Ash,13
324865.251,5532646.785,Birch,15
324735.886,5532410.55,Plane-Sycamore,23
324743.158,5532417.063,Pine,13
324745.956,5532417.908,Pine,13
324751.453,5532424.641,Pine,13
324755.002,5532425.068,Pine,10
324751.295,5532423.436,Fir,10
324759.045,5532433.542,Plane-Sycamore,13
324772.956,5532455.536,Plane-Sycamore,10
324780.377,5532468.866,Pine,10
324783.026,5532472.796,Pine,10
324780.091,5532475.412,Pine,15
324783.009,5532485.849,Plane-Sycamore,13
324790.512,5532500.27,Pine,13
324790.025,5532503.212,Pine,15
324792.259,5532505.23,Pine,15
324791.264,5532510.47,Plane-Sycamore,15
324801.458,5532537.186,Plane-Sycamore,20
324947.962,5532540.486,Ash,15
324947.172,5532519.782,Ash,18
324937.968,5532481.995,Ash,15
324916.229,5532443.605,Ash,13
324904.984,5532419.986,Ash,15
324896.864,5532399.111,Ash,15
324891.235,5532379.952,Ash,15
324861.506,5532383.433,Ash,10
324864.932,5532391.639,Ash,10
324873.334,5532396.151,Ash,8
324877.366,5532404.782,Ash,15
324930.663,5532348.283,Maple,18
324960.261,5532332.097,Maple,5
324970.422,5532356.548,Maple,10
324977.7,5532370.613,Maple,23
324967.574,5532387.616,Maple,20
324966.376,5532383.379,Maple,10
324958.797,5532371.43,Maple,15
324955.846,5532362.123,Maple,8
324990.872,5532397.612,Maple,18
324994.863,5532408.495,Maple,10
324997.715,5532414.825,Maple,10
325003.443,5532428.924,Maple,3
324993.026,5532439.309,Maple,15
324986.651,5532431.402,Maple,18
324981.013,5532415.494,Maple,15
324969.673,5532390.23,Cedar,20
325018.257,5532468.412,Maple,18
325020.711,5532480.219,Maple,15
325018.936,5532476.715,Spruce,30
325020.21,5532505.766,Maple,18
325003.364,5532479.668,Maple,18
325001.405,5532470.17,Spruce,10
325014.969,5532538.09,Honey Locust,13
325007.227,5532562.58,Honey Locust,5
324994.082,5532552.716,Maple,3
324997.377,5532543.232,Maple,3
325004.959,5532597.067,Honey Locust,8
325006.313,5532609.841,Honey Locust,10
325012.486,5532636.607,Honey Locust,15
325017.762,5532650.213,Honey Locust,13
324999.503,5532651.386,Honey Locust,13
324993.249,5532636.13,Honey Locust,8
324988.173,5532614.132,Honey Locust,8
324986.276,5532603.351,Honey Locust,8
325025.764,5532667.631,Honey Locust,15
325037.646,5532691.658,Honey Locust,8
325041.839,5532700.247,Honey Locust,15
325052.654,5532725.027,Honey Locust,18
325056.768,5532770.906,Cherry/Plum,30
325057.921,5532775.662,Spruce,8
325057.353,5532774.593,Spruce,8
325059.199,5532774.616,Spruce,8
325041.845,5532743.811,Honey Locust,13
325028.387,5532711.989,Honey Locust,5
325019.242,5532695.955,Honey Locust,8
325013.594,5532680.824,Honey Locust,15
324997.497,5532680.979,Maple,30
324982.198,5532688.96,Maple,8
324910.981,5532724.335,Maple,10
324895.631,5532716.087,Maple,13
324907.256,5532710.257,Maple,8
324918.228,5532705.078,Maple,13
324943.007,5532693.538,Maple,13
324960.018,5532684.908,Maple,5
324964.064,5532683.257,Maple,5
324993.115,5532668.658,Maple,10
324959.376,5532591.037,Maple,20
324981.633,5532576.071,Ash,13
325029.115,5532518.378,Maple,18
325035.16,5532521.522,Douglas Fir,10
325040.783,5532523.646,Honey Locust,10
325028.796,5532532.101,Maple,20
325090.589,5532499.882,Maple,10
325081.411,5532510.545,Maple,18
325079.326,5532513.81,Maple,15
325073.644,5532521.799,Honey Locust,20
325070.87,5532533.07,Maple,23
325084.901,5532485.246,Maple,23
325074.079,5532608.731,Maple,8
325067.329,5532593.488,Spruce,8
325063.131,5532582.819,Honey Locust,10
325058.332,5532567.58,Honey Locust,3
325055.495,5532550.693,Honey Locust,8
325053.59,5532544.109,Maple,23
325070.851,5532562.821,Honey Locust,13
325073.135,5532570.881,Maple,10
325074.669,5532576.626,Maple,10
325156.102,5532650.429,Honey Locust,15
325149.358,5532654.501,Honey Locust,18
325132.834,5532670.345,Honey Locust,18
325100.662,5532662.458,Maple,15
325084.148,5532623.247,Honey Locust,8
325094.537,5532612.049,Honey Locust,8
325097.225,5532622.382,Honey Locust,10
325142.469,5532645.917,Honey Locust,15
325148.525,5532640.636,Honey Locust,15
325126.42,5532567.724,Honey Locust,18
325123.324,5532585.106,Maple,18
325098.214,5532607.416,Ash,25
325019.118,5532443.539,Ash,10
325038.284,5532428.956,Ash,15
325040.606,5532443.19,Ash,18
324985.877,5532373.072,Maple,25
325008.694,5532353.362,Maple,10
325022.627,5532362.755,Maple,20
325014.629,5532365.895,Mountain Ash/Whitebeam,51
325005.847,5532373.269,Maple,18
324995.347,5532384.873,Maple,15
324321.986,5531306.494,Ash,8
324317.922,5531296.202,Ash,8
324313.85,5531287.563,Ash,8
324309.916,5531279.366,Ash,8
324306.174,5531270.673,Ash,8
324301.974,5531262.511,Ash,8
324296.764,5531250.746,Ash,8
324292.352,5531242.48,Ash,8
324289.146,5531234.727,Ash,8
324284.845,5531225.364,Ash,8
324281.66,5531217.163,Ash,8
324276.41,5531206.126,Ash,8
324272.315,5531198.045,Ash,8
324267.325,5531188.892,Ash,8
324264.179,5531179.812,Ash,8
324260.358,5531171.44,Ash,8
324255.855,5531159.84,Ash,8
324252.62,5531151.928,Ash,8
324248.724,5531142.583,Ash,8
324246.51,5531133.88,Ash,8
324245.19,5531121.664,Ash,8
324242.832,5531110.19,Ash,8
324241.995,5531101.787,Ash,8
324242.187,5531092.472,Ash,8
324242.209,5531082.288,Ash,8
324243.109,5531073.175,Ash,8
324245.953,5531059.967,Ash,8
324248.091,5531050.456,Ash,8
324250.687,5531042.125,Ash,8
324252.766,5531032.743,Ash,8
324255.305,5531025.32,Ash,8
324259.904,5531013.144,Ash,8
324263.172,5531004.025,Ash,8
324266.063,5530994.919,Ash,8
324268.977,5530985.175,Ash,8
324271.625,5530975.943,Ash,8
324274.744,5530963.391,Ash,8
324276.716,5530954.354,Ash,8
324277.541,5530945.257,Ash,8
324278.573,5530935.835,Ash,8
324278.193,5530927.267,Ash,8
324278.059,5530912.847,Ash,8
324277.39,5530905.063,Ash,8
324275.962,5530894.963,Ash,8
324274.735,5530885.813,Ash,8
324272.851,5530878.23,Ash,8
324269.583,5530866.765,Ash,8
324266.251,5530856.962,Ash,8
324262.661,5530848.015,Ash,8
324259.327,5530838.327,Ash,8
324251.33,5530824.069,Ash,8
324245.961,5530815.022,Ash,8
324241.714,5530806.872,Ash,8
324236.537,5530799.178,Ash,8
324231.737,5530790.416,Ash,8
324227.017,5530783.225,Ash,8
324223.028,5530772.767,Ash,8
324217.145,5530764.074,Ash,8
324211.641,5530755.911,Ash,8
324205.528,5530748.862,Ash,8
324195.092,5530741.017,Ash,8
324188.294,5530735.167,Ash,8
324181.13,5530728.904,Ash,8
324172.949,5530724.382,Ash,8
324004.074,5530468.263,Plane-Sycamore,18
324001.889,5530448.437,Plane-Sycamore,18
324001.286,5530433.3,Plane-Sycamore,18
323998.353,5530401.268,Plane-Sycamore,18
323972.007,5530272.347,Plane-Sycamore,18
323959.352,5530248.98,Plane-Sycamore,18
323951.542,5530240.352,Plane-Sycamore,18
323931.897,5530220.528,Hawthorn,15
323921.643,5530192.622,Honey Locust,10
323999.053,5530151.726,Maple,3
323989.975,5530156.644,Maple,3
324031.069,5530134.372,Honey Locust,18
324078.083,5530110.028,Honey Locust,23
324062.01,5530100.707,Honey Locust,8
324062.183,5530117.291,Maple,20
324056.491,5530121.903,Maple,20
324035.079,5530115.608,Maple,23
324110.566,5530091.665,Honey Locust,15
324136.143,5530078.344,Ash,36
324154.999,5530068.934,Honey Locust,8
324137.472,5530061.329,Honey Locust,15
324114.116,5530074.777,Honey Locust,20
324096.127,5530084.981,Honey Locust,23
324191.708,5530048.417,Honey Locust,23
324213.781,5530037.431,Honey Locust,20
324224.744,5530032.933,Honey Locust,20
324222.947,5530016.252,Honey Locust,25
324192.671,5530033.202,Honey Locust,23
324181.33,5530038.661,Maple,28
324240.672,5530005.01,Maple,20
324182.551,5530072.502,Oak,46
324214.059,5530131.036,Oak,56
324222.456,5530144.488,Oak,71
324223.306,5530175.666,Oak,13
324212.958,5530153.295,Oak,69
324187.33,5530105.334,Oak,41
324179.241,5530088.651,Oak,56
324222.059,5530195.831,Oak,43
324190.829,5530212.705,Oak,64
324187.707,5530229.625,Oak,64
324203.649,5530208.379,Douglas Fir,76
324199.852,5530208.914,Douglas Fir,76
324160.764,5530221.126,Oak,71
324170.349,5530245.531,Oak,46
324149.484,5530244.667,Mountain Ash/Whitebeam,51
324149.984,5530216.411,Oak,66
324140.383,5530200.625,Oak,66
324123.84,5530174.886,Oak,51
324111.754,5530153.344,Oak,61
324096.287,5530121.879,Oak,61
324107.687,5530116.37,Oak,46
324119.322,5530139.724,Oak,64
324136.263,5530172.279,Oak,76
324139.823,5530176.286,Hawthorn,13
324150.385,5530197.581,Oak,36
324019.253,5530166.77,Honey Locust,23
324035.271,5530195.496,Ironwood-Hornbeam,51
324048.065,5530212.846,Ironwood-Hornbeam,56
324054.493,5530231.883,Ironwood-Hornbeam,64
324062.043,5530252.477,Ironwood-Hornbeam,76
324066.922,5530277.776,Ironwood-Hornbeam,64
324069.601,5530303.45,Ironwood-Hornbeam,28
324080.844,5530309.241,Ironwood-Hornbeam,102
324075.994,5530289.855,Ironwood-Hornbeam,102
324069.937,5530254.215,Ironwood-Hornbeam,127
324058.635,5530214.191,Ironwood-Hornbeam,102
324046.665,5530192.796,Ironwood-Hornbeam,91
324023.192,5530173.23,Mountain Ash/Whitebeam,28
324482.693,5530214.461,Honey Locust,25
323728.439,5530900.28,Ash,10
323728.297,5530882.114,Ash,10
323727.031,5530868.483,Ash,10
323726.177,5530856.477,Ash,10
323724.811,5530842.329,Ash,10
323724.424,5530831.902,Ash,10
323722.659,5530817.727,Ash,56
323714.88,5530738.353,Cherry/Plum,10
323727.817,5530738.246,Cherry/Plum,13
323659.676,5530736.691,Ash,10
323648.006,5530745.575,Ash,18
323611.645,5530796.097,Ash,15
323602.318,5530817.656,Honey Locust,18
323629.355,5530882.699,Ash,13
323652.593,5530912.162,Ash,8
323662.116,5530903.294,Maple,15
323692.67,5530887.008,Ash,15
323694.074,5530897.016,Ash,15
323686.485,5530908.546,Ash,10
323622.782,5530918.966,Ash,13
323619.87,5530899.9,Ash,8
323622.26,5530907.026,Ash,89
318636.61,5518832.775,Maple,5
318647.378,5518837.217,Maple,5
318666.396,5518846.035,Maple,5
318684.928,5518852.752,Maple,5
318706.993,5518860.032,Maple,5
318730.029,5518868.738,Maple,5
318741.112,5518875.589,Maple,5
318756.727,5518884.43,Maple,5
318770.259,5518895.867,Maple,5
318784.576,5518908.973,Maple,5
318803.329,5518950.993,Maple,5
318796.564,5518943.681,Maple,5
318773.891,5518918.905,Maple,5
318767.264,5518911.722,Maple,5
318748.021,5518897.028,Maple,5
318722.39,5518881.874,Maple,5
320683.426,5529419.707,Maple,8
320682.546,5529433.615,Maple,8
320671.216,5529419.749,Maple,8
320671.114,5529434.285,Maple,8
322073.107,5529020.829,Honey Locust,28
322073.368,5529013.704,Oak,23
322073.158,5529009.077,Oak,20
322073.085,5529003.747,Oak,36
322072.828,5528998.228,Oak,38
322084.694,5529085.528,Honey Locust,23
322085.036,5529110.332,Honey Locust,33
322088.477,5529195.579,Honey Locust,48
322089.618,5529216.442,Honey Locust,38
322093.823,5529386.775,Honey Locust,23
322094.599,5529406.026,Honey Locust,33
322231.832,5529451.716,Honey Locust,23
322288.938,5529437.115,Honey Locust,18
322311.474,5529452.067,Honey Locust,20
322343.537,5529453.387,Honey Locust,30
322343.266,5529438.161,Honey Locust,28
322364.602,5529438.479,Honey Locust,28
322386.472,5529438.593,Honey Locust,23
322413.865,5529439.438,Honey Locust,28
322433.855,5529440.811,Honey Locust,15
322451.141,5529440.112,Honey Locust,20
321201.442,5528866.585,Ash,20
321164.305,5528868.048,Ash,20
321127.869,5528868.599,Beech,20
321120.193,5528867.711,Beech,25
321127.643,5528858.025,Beech,25
320866.796625,5528861.393125,Beech,13
320858.917,5528875.303,Beech,6
320756.379,5528867.547,Ash,17
320638.718,5528882.518,Honey Locust,30
320644.381,5528883.413,Honey Locust,36
320620.274625,5528868.992625,Honey Locust,3
320857.066,5528776.328,Oak,38
320863.484,5528775.933,Oak,32
321417.474,5528758.981,Maple,20
321430.992,5528758.97,Maple,13
321451.051,5528757.983,Maple,23
321489.982,5528757.06,Maple,10
321498.21,5528756.606,Maple,5
321506.541,5528756.685,Maple,10
321517.42,5528756.101,Maple,5
321547.186,5528755.075,Maple,10
321560.365,5528754.29,Maple,8
321574.858,5528753.144,Maple,5
321588.427,5528753.291,Maple,5
321603.645,5528752.866,Maple,5
321623.544,5528752.205,Maple,10
321277.83,5528864.544,Honey Locust,10
321314.318,5528863.2,Honey Locust,13
321334.389,5528862.376,Honey Locust,4
321351.597,5528861.632,Honey Locust,13
321366.348,5528861.137,Honey Locust,4
321399.282,5528859.8,Honey Locust,10
321415.833,5528858.714,Honey Locust,10
321440.618,5528858.088,Honey Locust,3
321453.949,5528857.773,Honey Locust,3
321492.213,5528856.015,Honey Locust,15
321502.599,5528855.251,Honey Locust,15
321517.964,5528854.558,Honey Locust,3
321535.496,5528854.202,Honey Locust,5
321549.189,5528853.414,Honey Locust,6
321562.259,5528852.937,Honey Locust,10
321580.802,5528852.608,Honey Locust,18
321595.927,5528851.812,Honey Locust,18
321608.288,5528851.219,Honey Locust,13
321623.858,5528850.529,Honey Locust,8
320853.582,5529569.014,Beech,10
320863.834,5529568.348,Beech,10
320872.77,5529568.677,Beech,10
320886.418,5529567.96,Beech,10
320888.682,5529582.574,Beech,10
320880.754,5529583.06,Beech,10
320866.533,5529583.076,Beech,10
320854.995,5529583.769,Beech,10
320765.157,5529584.421,Beech,10
320731.362,5529579.721,Beech,10
320722.412,5529577.655,Beech,10
320711.223,5529575.204,Beech,10
320703.202,5529574.272,Beech,10
320699.242,5529559.09,Beech,10
320709.992,5529559.858,Beech,10
320720.094,5529561.517,Beech,10
320729.673,5529563.784,Beech,10
320750.813,5529570.164,Beech,10
320830.436,5529570.21,Beech,10
323807.065,5530759.992,Plane-Sycamore,18
323809.776,5530769.173,Plane-Sycamore,13
323811.843,5530779.243,Plane-Sycamore,13
323814.8,5530797.66,Plane-Sycamore,15
323817.619,5530805.943,Plane-Sycamore,18
323821.494,5530831.367,Plane-Sycamore,13
323825.907,5530848.828,Plane-Sycamore,10
323827.511,5530858.98,Plane-Sycamore,8
323670.569,5530582.271,Honey Locust,23
323689.967,5530561.674,Honey Locust,25
323714.734,5530555.598,Honey Locust,38
323609.609,5530651.171,Honey Locust,38
323594.889,5530664.085,Honey Locust,38
323472.173,5530710.763,Mountain Ash/Whitebeam,38
323507.037,5530718.934,Honey Locust,25
323522.184,5530711.101,Honey Locust,36
323534.875,5530701.181,Honey Locust,36
323561.132,5530658.92,Honey Locust,36
323638.043,5530229.257,Honey Locust,5
323625.028,5530230.471,Honey Locust,5
323611.949,5530231.61,Honey Locust,5
323598.989,5530232.26,Honey Locust,8
323586.625,5530231.49,Honey Locust,5
323566.582,5530232.156,Honey Locust,5
323550.527,5530233.636,Honey Locust,8
323535.182,5530235.05,Honey Locust,15
323294.074,5530270.188,Honey Locust,20
323320.128,5530260.881,Honey Locust,20
323347.821,5530256.102,Honey Locust,20
323282.019,5530252.875,Honey Locust,36
323281.589,5530217.164,Honey Locust,25
323289.435,5530132.824,Honey Locust,5
323293.42,5530107.13,Honey Locust,8
323262.389,5530108.631,Honey Locust,8
323245.866,5530109.792,Honey Locust,10
323227.399,5530110.469,Honey Locust,10
323204.078,5530110.491,Mountain Ash/Whitebeam,51
323157.602,5530104.408,Honey Locust,8
323156.762,5530130.437,Honey Locust,28
323163.641,5530136.889,Honey Locust,33
323164.063,5530156.391,Ash,5
323165.896,5530174.314,Maple,38
323165.025,5530190.108,Ash,25
323161.151,5530205.485,Maple,18
323172.747,5530209.458,Honey Locust,10
323176.779,5530163.098,Maple,43
323176.765,5530130.119,Pine,20
323188.37,5530124.037,Honey Locust,5
323218.443,5530123.404,Oak,51
323275.755,5530135.726,Oak,25
323275.327,5530145.769,Honey Locust,41
323271.887,5530182.626,Honey Locust,33
323270.124,5530199.407,Honey Locust,30
323268.659,5530220.295,Honey Locust,43
323267.433,5530238.26,Honey Locust,41
323269.881,5530269.124,Maple,10
323332.976,5530368.376,Honey Locust,38
323314.169,5530351.929,Honey Locust,30
323290.914,5530278.25,Ash,30
323287.208,5530286.915,Maple,30
323299.342,5530310.648,Honey Locust,30
323316.28,5530332.429,Ginkgo,30
323341.842,5530359.007,Spruce,41
323355.726,5530367.687,Honey Locust,51
323369.107,5530389.185,Honey Locust,38
323348.503,5530377.98,Honey Locust,51
323376.764,5530297.586,Honey Locust,51
323395.544,5530279.165,Sumac,20
323387.712,5530274.384,Spruce,20
323368.21,5530225.14,Honey Locust,30
323367.989,5530209.516,Maple,46
323367.119,5530185.805,Honey Locust,8
323366.108,5530162.669,Honey Locust,8
323365.308,5530138.192,Honey Locust,3
323355.395,5530112.721,Maple,41
323360.095,5530098.897,Honey Locust,51
323377.96,5530097.21,Maple,18
323384.226,5530110.917,Maple,58
323377.357,5530127.35,Honey Locust,5
323377.661,5530146.753,Honey Locust,5
323378.404,5530161.588,Honey Locust,5
323379.382,5530183.713,Honey Locust,15
323379.92,5530200.125,Honey Locust,8
323380.918,5530221.435,Maple,64
318898.856,5518582.349,Oak,5
318892.812,5518562.611,Oak,5
