X,Y,TreeType,dbh_cm
323493.782,5528382.994,Plane-Sycamore,20
323509.925,5528382.62,Plane-Sycamore,20
323524.924,5528381.835,Plane-Sycamore,20
323559.647,5528381.125,Plane-Sycamore,15
323574.437,5528380.207,Plane-Sycamore,15
323591.128,5528380.005,Plane-Sycamore,15
323606.368,5528379.615,Plane-Sycamore,15
323625.669,5528379.324,Plane-Sycamore,8
323828.445,5528373.61,Maple,8
323840.485,5528373.988,Maple,15
323852.812,5528372.852,Maple,15
323864.898,5528372.489,Maple,8
323875.553,5528371.15,Maple,8
323889.037,5528371.319,Maple,8
323901.09,5528370.169,Maple,8
323913.172,5528369.833,Maple,15
323945.045,5528368.526,Maple,10
324095.221,5528362.461,Plane-Sycamore,5
324084.948,5528362.469,Plane-Sycamore,5
324075.867,5528363.011,Plane-Sycamore,5
324065.342,5528363.85,Plane-Sycamore,5
324054.724,5528363.794,Plane-Sycamore,5
324045.125,5528363.502,Plane-Sycamore,5
324034.949,5528364.25,Plane-Sycamore,5
324025.037,5528364.959,Plane-Sycamore,5
324185.32,5528358.194,Plane-Sycamore,13
324170.687,5528358.569,Plane-Sycamore,10
324260.086,5528352.683,Plane-Sycamore,15
324274.867,5528352.342,Plane-Sycamore,10
324290.439,5528351.525,Plane-Sycamore,15
324304.282,5528351.664,Plane-Sycamore,15
324319.529,5528349.608,Plane-Sycamore,20
324357.844,5528348.555,Plane-Sycamore,25
324373.459,5528347.477,Plane-Sycamore,25
324389.961,5528347.004,Plane-Sycamore,25
324406.934,5528345.228,Plane-Sycamore,25
324422.119,5528345.495,Plane-Sycamore,20
324446.7,5528343.376,Plane-Sycamore,13
325122.236,5528340.231,Maple,8
325135.151,5528347.362,Maple,5
325148.967,5528354.664,Maple,5
325163.109,5528361.037,Maple,10
325175.526,5528366.626,Maple,5
325191.661,5528376.012,Maple,5
325207.928,5528383.662,Maple,8
325220.965,5528392.159,Maple,10
325233.448,5528398.731,Maple,10
325246.569,5528408.554,Maple,8
325259.655,5528416.105,Maple,8
325294.869,5528439.277,Maple,8
325307.01,5528447.609,Maple,8
325319.673,5528455.951,Maple,5
325332.06,5528464.209,Maple,8
325344.84,5528472.698,Maple,8
325357.3,5528480.936,Maple,8
325369.657,5528488.792,Maple,5
325382.52,5528497.354,Maple,5
325413.847,5528517.558,Plane-Sycamore,15
325426.88,5528525.007,Plane-Sycamore,10
325439.619,5528533.965,Plane-Sycamore,10
325452.118,5528542.246,Plane-Sycamore,15
325465.124,5528550.694,Plane-Sycamore,15
325477.693,5528558.55,Plane-Sycamore,15
325489.801,5528568.772,Plane-Sycamore,13
326644.85,5529827.709,Linden-Basswood,18
326654.127,5529842.715,Linden-Basswood,18
327131.119,5530578.011,Plane-Sycamore,8
327139.522,5530591.141,Plane-Sycamore,8
327147.48,5530603.676,Plane-Sycamore,8
327155.976,5530617.004,Plane-Sycamore,8
327163.463,5530628.704,Plane-Sycamore,8
327172.063,5530641.886,Plane-Sycamore,8
327179.98,5530654.27,Plane-Sycamore,8
327189.046,5530668.285,Plane-Sycamore,8
327195.152,5530678.158,Plane-Sycamore,8
322614.71,5528459.273,Maple,5
322607.043,5528461.603,Maple,5
322597.502,5528464.102,Maple,5
322588.244,5528468.216,Maple,5
322577.849,5528472.76,Maple,5
322568.498,5528474.607,Maple,5
322558.979,5528479.074,Maple,5
322548.747,5528483.753,Maple,5
322539.629,5528487.94,Maple,5
322531.064,5528489.459,Maple,5
322521.67,5528494.372,Maple,5
322511.931,5528500.02,Maple,5
322503.14,5528503.455,Maple,5
322492.177,5528509.447,Maple,5
322484.156,5528514.3,Maple,5
322474.965,5528517.432,Maple,5
322466.203,5528521.811,Maple,5
322457.568,5528526.186,Maple,5
322449.347,5528530.181,Maple,5
322440.476,5528535.106,Maple,5
322429.713,5528538.996,Maple,5
322435.045,5528539.002,Pine,23
322444.247,5528533.381,Pine,5
322454.416,5528528.988,Pine,5
322462.639,5528524.802,Pine,5
322472.174,5528519.94,Pine,20
322480.745,5528515.556,Pine,5
322488.274,5528511.357,Pine,5
322498.504,5528506.734,Pine,20
322506.405,5528503.963,Pine,23
322184.648,5528611.486,Pine,28
322193.666,5528609.534,Pine,5
322203.728,5528608.29,Pine,33
322212.752,5528605.515,Pine,25
322222.916,5528604.343,Pine,25
322232.032,5528605.254,Pine,20
322242.206,5528601.658,Pine,25
322255.066,5528599.599,Pine,23
322264.464,5528596.369,Pine,20
322274.05,5528593.737,Pine,20
322284.269,5528590.883,Pine,15
322294.644,5528588.736,Pine,5
322237.063,5528599.577,Maple,6
321856.327,5528640.2,Maple,10
321847.516,5528640.421,Maple,8
321838.026,5528641.248,Maple,10
321827.458,5528641.98,Maple,8
321803.459,5528641.208,Maple,10
321792.936,5528643.169,Maple,10
321767.277,5528643.636,Maple,10
321773.337,5528646.434,Walnut/Butternut,23
321779.699,5528644.146,Honey Locust,43
321789.951,5528645.589,Pine,25
321797.773,5528643.001,Pine,25
321808.591,5528642.557,Pine,25
321814.559,5528642.203,Honey Locust,38
321821.543,5528643.304,Pine,25
321832.221,5528643.105,Pine,25
321841.808,5528643.399,Pine,28
321850.72,5528639.742,Pine,28
321862.172,5528641.213,Pine,30
321882.985,5528639.91,Pine,25
321536.749,5528650.807,Pine,28
321528.58,5528653.801,Pine,28
321519.211,5528653.473,Pine,28
321499.638,5528654.945,Pine,23
321490.48,5528653.607,Pine,23
321479.381,5528653.546,Pine,36
321466.11,5528655.516,Pine,20
321456.588,5528654.65,Pine,25
321443.207,5528657.702,Pine,25
321432.271,5528657.493,Pine,30
321413.15,5528658.872,Pine,25
321403.98,5528660.22,Pine,20
321394.159,5528659.341,Pine,25
321384.179,5528660.223,Pine,30
321373.006,5528660.728,Pine,25
321364.148,5528660.218,Pine,30
321358.951,5528659.622,Maple,8
321369.256,5528659.435,Maple,8
321378.786,5528658.567,Honey Locust,43
321388.052,5528659.034,Maple,10
321397.935,5528657.692,Honey Locust,43
321407.651,5528658.125,Maple,8
321416.874,5528658.967,Maple,10
321427.834,5528655.929,Maple,10
321436.74,5528654.941,Maple,10
321451.138,5528656.076,Honey Locust,43
321463.728,5528654.15,Maple,10
321474.351,5528653.569,Honey Locust,43
321485.504,5528655.01,Maple,10
321494.497,5528653.957,Maple,10
321511.457,5528652.679,Honey Locust,43
321524.135,5528653.353,Maple,8
321533.845,5528653.026,Maple,8
321123.371,5528671.215,Pine,25
321114.662,5528669.91,Pine,28
321098.138,5528669.793,Pine,28
321087.947,5528670.5,Pine,28
321077.894,5528672.749,Pine,28
321067.84,5528671.982,Pine,28
321057.515,5528671.882,Pine,23
321047.14,5528674.17,Pine,30
321037.465,5528672.907,Pine,18
321028.207,5528674.303,Pine,28
321017.886,5528674.49,Pine,28
321007.641,5528675.766,Pine,28
320997.304,5528674.432,Pine,28
321002.459,5528675.268,Honey Locust,46
321013.741,5528676.054,Maple,10
321023.018,5528674.134,Maple,10
321033.235,5528672.245,Maple,13
321043.659,5528673.544,Maple,10
321051.935,5528671.164,Maple,10
321062.322,5528671.613,Maple,10
321071.358,5528669.93,Maple,10
321081.726,5528670.593,Maple,10
321091.649,5528669.72,Maple,13
321118.366,5528669.779,Maple,13
321108.461,5528669.864,Honey Locust,46
325708.077,5528709.012,Plane-Sycamore,30
325719.309,5528718.693,Plane-Sycamore,25
325730.923,5528728.221,Plane-Sycamore,20
325743.589,5528736.972,Plane-Sycamore,20
325754.369,5528747.238,Plane-Sycamore,25
325768.143,5528758.985,Plane-Sycamore,20
326048.544,5529036.931,Plane-Sycamore,25
326015.321,5529005.594,Plane-Sycamore,25
326003.165,5528994.024,Plane-Sycamore,25
325994.212,5528984.503,Plane-Sycamore,25
325982.424,5528973.678,Plane-Sycamore,20
325967.274,5528959.146,Plane-Sycamore,25
325957.682,5528949.861,Plane-Sycamore,15
325948.963,5528940.666,Plane-Sycamore,30
325928.801,5528917.619,Plane-Sycamore,15
325916.927,5528907.666,Plane-Sycamore,33
325906.297,5528897.319,Plane-Sycamore,15
325896.017,5528886.149,Plane-Sycamore,20
325886.036,5528877.013,Plane-Sycamore,20
325875.407,5528866.649,Plane-Sycamore,10
325864.387,5528856.236,Plane-Sycamore,15
325853.976,5528845.42,Plane-Sycamore,20
325842.579,5528834.73,Plane-Sycamore,20
325831.517,5528823.031,Plane-Sycamore,20
325820.409,5528814.098,Plane-Sycamore,13
326068.659,5529056.621,Plane-Sycamore,20
326081.315,5529067.949,Plane-Sycamore,23
326092.872,5529077.119,Plane-Sycamore,15
326107.191,5529090.709,Plane-Sycamore,23
327968.917,5537259.71,Hawthorn,10
327977.337,5537244.558,Hawthorn,10
327981.747,5537236.25,Hawthorn,10
327973.622,5537251.371,Plane-Sycamore,15
328005.741,5537207.157,Plane-Sycamore,13
328049.938,5537170.575,Plane-Sycamore,13
328065.89,5537161.638,Plane-Sycamore,15
328081.687,5537153.967,Plane-Sycamore,15
328092.153,5537149.972,Plane-Sycamore,15
328103.365,5537145.588,Plane-Sycamore,15
328115.763,5537142.036,Plane-Sycamore,15
328127.637,5537139.734,Plane-Sycamore,18
328139.094,5537136.592,Plane-Sycamore,18
328148.713,5537135.448,Plane-Sycamore,20
328639.9,5537117.515,Black Locust,10
328738.462,5537114.183,Black Locust,10
328758.506,5537113.573,Black Locust,10
328484.547,5532295.365,Maple,8
328484.563,5532305.031,Maple,10
328469.778,5532332.946,Maple,5
328469.341,5532325.154,Maple,5
328469.232,5532317.221,Maple,5
328469.202,5532308.282,Maple,5
328467.666,5532300.627,Maple,5
325968.843,5529013.403,Plane-Sycamore,5
325960.433,5529007.428,Poplar,5
325941.513,5528987.722,Oak,10
325929.747,5528974.623,Beech,10
325926.867,5528974.205,Beech,10
325926.771,5528971.147,Beech,10
325912.417,5528959.263,Oak,5
325888.359,5528936.089,Plane-Sycamore,8
325877.944,5528926.464,Ginkgo,5
325868.409,5528917.531,Plane-Sycamore,8
325841.769,5528891.703,Plane-Sycamore,5
325835.38,5528885.388,Linden-Basswood,5
325828.572,5528879.134,Plane-Sycamore,5
325822.743,5528873.54,Plane-Sycamore,5
325816.88,5528867.972,Plane-Sycamore,5
325798.908,5528849.872,Plane-Sycamore,5
325787.993,5528839.736,Plane-Sycamore,5
325793.686,5528845.364,Oak,5
325803.608,5528855.098,Tulip-Tree,5
325810.919,5528862.004,Tulip-Tree,5
323087.27,5528429.307,Plane-Sycamore,13
323072.693,5528430.032,Plane-Sycamore,13
323056.838,5528430.894,Plane-Sycamore,15
323038.609,5528431.053,Plane-Sycamore,18
322755.826,5528444.514,Honey Locust,5
322792.661,5528439.682,Honey Locust,3
322807.976,5528438.019,Honey Locust,5
322824.716,5528436.651,Honey Locust,5
323659.714,5528503.301,Ash,10
323658.787,5528493.695,Ash,25
323662.745,5528548.615,Plane-Sycamore,20
323662.651,5528563.902,Plane-Sycamore,20
323662.465,5528574.421,Plane-Sycamore,20
323663.081,5528591.451,Plane-Sycamore,15
323663.438,5528606.815,Plane-Sycamore,15
323686.572,5528556.582,Honey Locust,8
323668.015,5528701.322,Plane-Sycamore,13
323667.351,5528685.38,Plane-Sycamore,13
323667.196,5528672.043,Plane-Sycamore,13
323665.888,5528658.517,Plane-Sycamore,13
326584.888,5529811.87,Maple,5
326573.762,5529808.792,Maple,5
326561.535,5529805.644,Maple,5
326549.081,5529805.281,Maple,5
326490.026,5529807.945,Maple,5
326461.064,5529803.558,Maple,5
326449.771,5529801.842,Maple,5
326412.49,5529792.762,Maple,5
326397.832,5529787.594,Maple,10
326395.078,5529770.734,Maple,8
326419.273,5529779.113,Maple,5
326438.652,5529784.125,Maple,5
326458.976,5529786.458,Maple,5
325986.948,5529457.76,Maple,10
325998.466,5529472.294,Maple,8
326010.799,5529485.214,Maple,8
326021.801,5529496.882,Maple,8
325835.042,5529274.307,Maple,8
325847.435,5529289.844,Maple,5
325859.049,5529303.181,Maple,5
325872.67,5529319.006,Maple,8
325910.489,5529365.619,Maple,5
325923.734,5529379.821,Maple,5
325936.972,5529395.302,Maple,5
325949.776,5529410.154,Maple,8
325961.117,5529424.261,Maple,10
325863.974,5529332.96,Maple,5
325850.982,5529317.487,Maple,5
325839.446,5529303.331,Maple,5
325820.914,5529282.229,Maple,5
325794.156,5529256.183,Maple,5
325779.505,5529242.381,Maple,5
325758.454,5529223.108,Maple,5
325747.689,5529214.254,Maple,10
325738.612,5529206.005,Ash,5
325728.309,5529197.508,Ash,5
325730.922,5529199.351,Horsechestnut,5
325733.649,5529201.77,Horsechestnut,8
325703.637,5529179.565,Ash,5
325697.672,5529176.67,Ironwood-Hornbeam,5
325686.849,5529169.655,Ash,5
325674.396,5529163.583,Maple,5
325656.287,5529154.876,Plane-Sycamore,8
325637.175,5529145.811,Maple,5
325626.39,5529140.244,Maple,5
325617.666,5529134.615,Oak,5
325617.89,5529117.473,Maple,5
325629.592,5529124.588,Oak,5
325634.115,5529127.21,Oak,5
325638.854,5529129.739,Oak,5
325669.642,5529144.383,Poplar,8
325672.822,5529145.51,Horsechestnut,8
325685.026,5529150.963,Maple,8
325694.101,5529155.606,Ironwood-Hornbeam,3
325699.903,5529158.686,Ironwood-Hornbeam,5
325709.618,5529165.891,Ash,5
325713.9,5529169.268,Plane-Sycamore,5
325718.372,5529171.066,Maple,5
325733.897,5529181.887,Ironwood-Hornbeam,13
325744.144,5529190.871,Maple,8
325758.572,5529204.629,Maple,8
325775.322,5529218.205,Maple,5
325790.901,5529233.104,Maple,5
325806.675,5529246.918,Maple,5
325545.244,5529076.5,Ironwood-Hornbeam,15
325517.616,5529048.519,Honey Locust,8
325488.133,5529018.104,Oak,8
325478.606,5529009.175,Oak,8
325482.959,5529014.727,Honey Locust,5
325467.135,5528995.308,Linden-Basswood,5
325456.636,5528986.441,Ironwood-Hornbeam,10
325435.084,5528965.026,Linden-Basswood,5
325431.209,5528958.524,Linden-Basswood,5
325424.989,5528954.743,Linden-Basswood,5
325403.507,5528933.427,Ironwood-Hornbeam,10
325401.474,5528931.487,Ironwood-Hornbeam,10
325392.793,5528922.722,Ironwood-Hornbeam,10
325373.26,5528902.764,Ironwood-Hornbeam,10
325368.971,5528899.493,Linden-Basswood,8
325363.887,5528895.147,Linden-Basswood,5
325348.124,5528850.14,Linden-Basswood,8
325353.065,5528857.526,Linden-Basswood,8
325360.068,5528865.495,Ironwood-Hornbeam,10
325364.138,5528871.967,Oak,8
325369.832,5528878.084,Ironwood-Hornbeam,13
325402.889,5528910.565,Linden-Basswood,13
325415.924,5528926.627,Honey Locust,8
325421.99,5528932.007,Honey Locust,8
325398.069,5528928.062,Oak,5
325406.881,5528937.52,Oak,5
325430.532,5528938.378,Honey Locust,8
325439.783,5528948.114,Linden-Basswood,8
325452.716,5528961.62,Oak,5
325465.719,5528974.574,Linden-Basswood,8
325474.504,5528985.141,Honey Locust,8
325488.441,5528998.387,Honey Locust,8
325500.334,5529009.521,Linden-Basswood,8
325503.984,5529013.472,Ironwood-Hornbeam,8
325517.886,5529027.435,Ironwood-Hornbeam,10
325521.848,5529032.274,Linden-Basswood,8
325533.578,5529043.642,Honey Locust,8
325539.452,5529050.035,Honey Locust,5
325547.924,5529058.266,Honey Locust,5
325556.535,5529067.139,Linden-Basswood,5
325560.356,5529070.847,Oak,5
325548.657,5529080.621,Oak,8
325310.567,5528778.515,Cherry/Plum,8
325309.873,5528769.926,Cherry/Plum,8
325309.309,5528761.845,Cherry/Plum,8
325307.22,5528755.692,Cherry/Plum,8
325326.543,5528755.453,Cherry/Plum,8
325328.513,5528765.268,Cherry/Plum,8
325330.302,5528774.881,Cherry/Plum,5
325081.75,5528484.358,Honey Locust,30
325105.249,5528484.011,Maple,5
325120.795,5528485.245,Maple,5
325151.61,5528494.805,Maple,20
325175.047,5528504.994,Maple,20
325228.914,5528552.218,Maple,10
325240.499,5528565.532,Maple,5
325246.59,5528571.572,Maple,5
325252.315,5528578.367,Maple,8
325263.46,5528591.826,Maple,10
325267.568,5528597.959,Maple,10
325271.636,5528602.149,Maple,10
325276.833,5528656.675,Maple,13
325269.848,5528638.685,Maple,10
325266.393,5528630.505,Maple,13
325262,5528622.238,Maple,18
325243.331,5528597.866,Maple,18
324975.595,5528487.241,Honey Locust,41
324986.942,5528486.416,Honey Locust,41
324996.999,5528486.037,Honey Locust,30
325033.48,5528485.65,Honey Locust,36
325044.708,5528484.925,Honey Locust,28
325054.71,5528485.466,Honey Locust,36
325064.369,5528484.37,Honey Locust,25
324518.708,5528517.199,Plane-Sycamore,15
324545.445,5528517.811,Plane-Sycamore,15
324559.768,5528518.295,Plane-Sycamore,10
324589.699,5528516.39,Plane-Sycamore,10
324604.885,5528516.211,Plane-Sycamore,10
324621,5528515.699,Plane-Sycamore,10
324634.882,5528515.407,Plane-Sycamore,10
324650.567,5528515.486,Plane-Sycamore,10
324674.241,5528514.141,Plane-Sycamore,10
324689.373,5528513.974,Plane-Sycamore,10
324728.489,5528512.297,Plane-Sycamore,5
324753.486,5528511.332,Plane-Sycamore,5
324763.983,5528512.059,Plane-Sycamore,5
324773.693,5528511.054,Plane-Sycamore,5
324805.205,5528512.188,Plane-Sycamore,23
324813.947,5528510.813,Plane-Sycamore,23
324823.321,5528511.719,Plane-Sycamore,23
324832.588,5528510.989,Plane-Sycamore,20
324356.229,5528524.697,Maple,5
324340.824,5528524.794,Maple,5
324326.486,5528525.592,Maple,5
324302.195,5528527.286,Maple,5
324287.342,5528528.415,Maple,5
324271.84,5528529.251,Maple,5
324226.189,5528531.481,Maple,5
324228.288,5528511.83,Maple,8
324244.272,5528512.349,Maple,8
324269.462,5528511.631,Cherry/Plum,18
324284.034,5528510.308,Pine,36
324301.546,5528512.543,Cherry/Plum,20
324329.301,5528508.376,Cherry/Plum,20
324314.328,5528511.05,Pine,36
324391.671,5528506.869,Cherry/Plum,13
324419.321,5528504.229,Cherry/Plum,10
324440.703,5528502.16,Cherry/Plum,13
324461.129,5528521.696,Maple,5
324448.834,5528521.134,Maple,5
324427.116,5528521.28,Maple,5
324412.573,5528523.07,Maple,8
324397.049,5528523.498,Maple,5
324381.146,5528523.322,Maple,5
323753.848,5528644.256,Honey Locust,5
323740.169,5528644.975,Honey Locust,5
323726.016,5528643.961,Honey Locust,5
323711.293,5528645.574,Honey Locust,5
323927.983,5528517.412,Pine,36
324131.731,5528535.052,Maple,18
324114.837,5528534.141,Maple,20
324097.346,5528531.686,Pine,36
324015.192,5528533.837,Maple,10
324001.36,5528534.109,Maple,8
323987.567,5528533.182,Maple,10
323974.159,5528534.524,Maple,10
323847.726,5528517.628,Pine,36
323810.267,5528517.578,Pine,36
323771.809,5528516.376,Pine,25
325594.112,5529078.112,Oak,5
325597.165,5529074.669,Oak,5
325599.409,5529072.107,Oak,5
325603.473,5529068.083,Linden-Basswood,8
325617.03,5529054.757,Honey Locust,8
325622.243,5529049.406,Honey Locust,8
325628.462,5529044.846,Honey Locust,5
325636.361,5529036.709,Ironwood-Hornbeam,10
325637.655,5529033.963,Ironwood-Hornbeam,10
325639.799,5529031.76,Ironwood-Hornbeam,10
325647.814,5529023.121,Linden-Basswood,5
325652.826,5529019.781,Ironwood-Hornbeam,10
325666.667,5529000.715,Ironwood-Hornbeam,10
325671.226,5528993.556,Linden-Basswood,5
325675.114,5528985.001,Ironwood-Hornbeam,5
325678.062,5528975.602,Ironwood-Hornbeam,10
325680.069,5528970.624,Ironwood-Hornbeam,10
325677.348,5528980.302,Mulberry,5
325684.488,5528931.747,Honey Locust,5
325684.338,5528923.719,Honey Locust,5
325685.59,5528915.728,Honey Locust,5
325690.032,5528897.386,Linden-Basswood,5
325692.094,5528892.052,Ironwood-Hornbeam,10
325702.872,5528867.384,Ironwood-Hornbeam,10
325706.473,5528863.127,Linden-Basswood,8
325718.217,5528848.031,Honey Locust,5
325725.542,5528840.184,Honey Locust,5
325731.619,5528835.317,Honey Locust,5
325736.67,5528829.584,Oak,8
325744.396,5528853.924,Linden-Basswood,8
325739.923,5528858.721,Oak,8
325736.717,5528861.041,Oak,8
325733.582,5528863.611,Oak,8
325728.777,5528869.97,Linden-Basswood,8
325721.577,5528876.401,Ironwood-Hornbeam,10
325716.49,5528885.205,Linden-Basswood,8
325699.096,5528937.603,Mulberry,8
325698.313,5528954.547,Mulberry,5
325690.734,5528987.078,Honey Locust,5
325687.713,5528994.118,Linden-Basswood,5
325680.307,5529008.964,Ironwood-Hornbeam,8
325655.239,5529038.758,Linden-Basswood,8
325647.713,5529045.801,Linden-Basswood,5
325632.091,5529061.674,Ironwood-Hornbeam,5
325617.767,5529077.799,Ironwood-Hornbeam,8
325627.042,5529065.778,Mulberry,5
325621.41,5529071.943,Mulberry,5
325612.86,5529081.322,Mulberry,5
325016.925,5528776.112,Ash,10
325022.881,5528784.461,Ash,13
325025.439,5528793.996,Ash,15
325028.581,5528803.48,Ash,15
325030.788,5528814.331,Ash,18
325034.26,5528823.469,Ash,10
325039.134,5528839.342,Ash,10
325042.083,5528850.536,Ash,13
325047.053,5528860.226,Ash,15
325128.769,5528862.939,Pine,30
325122.416,5528863.873,Pine,30
325106.756,5528862.597,Pine,30
325079.057,5528862.601,Ash,25
325055.885,5528850.001,Pine,25
325053.654,5528837.917,Ash,25
325076.368,5528878.913,Maple,20
325086.517,5528880.087,Maple,15
325096.367,5528878.157,Maple,15
325107.057,5528879.333,Maple,15
325115.705,5528881.098,Maple,15
325150.06,5528864.544,Ash,30
325162.167,5528862.363,Ash,30
325156.15,5528863.072,Maple,46
325183.194,5528862.204,Elm,46
323705.799,5529249.929,Black Locust,10
323705.893,5529265.687,Black Locust,5
323707.224,5529294.387,Black Locust,5
323707.317,5529310.009,Black Locust,10
323708.578,5529339.804,Black Locust,8
323710.516,5529383.332,Black Locust,5
323710.81,5529398.339,Black Locust,10
323712.847,5529428.219,Black Locust,10
323712.746,5529443.002,Black Locust,10
323710.87,5529479.983,Black Locust,10
323714.346,5529487.707,Black Locust,10
323715.47,5529518.21,Black Locust,10
323715.93,5529531.855,Black Locust,3
323717.998,5529562.175,Black Locust,10
323717.786,5529577.148,Black Locust,10
323719.719,5529621.8,Black Locust,10
323720.708,5529652.316,Black Locust,10
323721.155,5529666.979,Black Locust,10
323726.51,5529802.264,Black Locust,10
323727.228,5529817.205,Black Locust,8
323728.54,5529849.184,Black Locust,8
323730.082,5529864.333,Black Locust,10
323730.797,5529894.06,Black Locust,15
323739.079,5530056.344,Black Locust,13
323739.946,5530086.705,Black Locust,10
323740.986,5530102.38,Black Locust,5
323742.074,5530132.484,Black Locust,5
323743.016,5530147.506,Black Locust,10
323743.409,5530175.561,Black Locust,10
323744.853,5530191.786,Black Locust,10
323747.522,5530266.705,Black Locust,13
323748.014,5530267.619,Black Locust,13
323748.739,5530280.958,Black Locust,10
323750.159,5530310.87,Black Locust,13
323751.855,5530326.236,Black Locust,10
323754.868,5530355.834,Black Locust,18
323761.465,5530400.93,Black Locust,13
323806.083,5530638.011,Plane-Sycamore,8
323807.33,5530646.639,Plane-Sycamore,10
323810.163,5530661.939,Plane-Sycamore,10
323811.055,5530668.856,Plane-Sycamore,10
323812.829,5530675.894,Plane-Sycamore,10
323813.634,5530683.569,Plane-Sycamore,10
323815.575,5530690.944,Plane-Sycamore,10
323818.435,5530705.704,Plane-Sycamore,10
323819.94,5530713.208,Plane-Sycamore,10
323821.636,5530718.948,Plane-Sycamore,10
323822.472,5530728.155,Plane-Sycamore,10
323824.514,5530734.603,Plane-Sycamore,13
323827.204,5530749.035,Plane-Sycamore,10
323828.469,5530755.971,Plane-Sycamore,10
323830.208,5530764.027,Plane-Sycamore,13
323831.44,5530771.458,Plane-Sycamore,10
323833.094,5530778.976,Plane-Sycamore,10
323835.869,5530792.966,Plane-Sycamore,10
323837.2,5530801.214,Plane-Sycamore,10
323838.748,5530807.852,Plane-Sycamore,10
323840.154,5530814.976,Plane-Sycamore,10
323841.738,5530822.992,Plane-Sycamore,10
323869.985,5530966.052,Plane-Sycamore,5
323872.409,5530975.661,Plane-Sycamore,5
323874.154,5530985.948,Plane-Sycamore,5
323879.961,5531007.68,Plane-Sycamore,5
323884.688,5531027.041,Plane-Sycamore,5
323964.956,5531242.424,Plane-Sycamore,5
323968.871,5531249.034,Plane-Sycamore,5
323971.845,5531256.156,Plane-Sycamore,5
323975.435,5531262.952,Plane-Sycamore,5
323981.61,5531277.915,Plane-Sycamore,5
323985.54,5531284.782,Plane-Sycamore,5
323989.711,5531293.386,Plane-Sycamore,5
323993.967,5531301.41,Plane-Sycamore,5
324000.656,5531315.739,Plane-Sycamore,5
323891.096,5531110.211,Plane-Sycamore,8
323882.802,5531093.453,Plane-Sycamore,8
323877.592,5531080.632,Plane-Sycamore,5
323867.445,5531053.971,Plane-Sycamore,5
323863.408,5531039.845,Plane-Sycamore,5
323859.127,5531023.247,Plane-Sycamore,8
323856.496,5531008.844,Plane-Sycamore,8
323852.84,5530993.955,Plane-Sycamore,10
323850.668,5530982.1,Plane-Sycamore,8
323846.734,5530966.163,Plane-Sycamore,8
323844.256,5530951.941,Plane-Sycamore,10
323842.02,5530936.144,Plane-Sycamore,5
323839.38,5530921.361,Plane-Sycamore,8
323835.724,5530903.625,Plane-Sycamore,8
323729.285,5530200.722,Honey Locust,13
323728.115,5530180.721,Honey Locust,13
323726.796,5530160.654,Honey Locust,13
323726.224,5530141.589,Honey Locust,10
323724.719,5530120.361,Honey Locust,10
323724.632,5530099.723,Honey Locust,10
323723.208,5530080.208,Honey Locust,10
323722.532,5530061.469,Honey Locust,10
324116.289,5531586.85,Plane-Sycamore,15
324109.799,5531573.255,Plane-Sycamore,15
324103.099,5531558.838,Plane-Sycamore,8
324096.296,5531544.86,Plane-Sycamore,13
324088.619,5531531.302,Plane-Sycamore,13
324188.909,5531735.739,Plane-Sycamore,13
324194.689,5531748.088,Plane-Sycamore,13
324201.15,5531760.549,Plane-Sycamore,15
324206.885,5531772.977,Plane-Sycamore,13
324212.778,5531785.524,Plane-Sycamore,13
324219.342,5531798.061,Plane-Sycamore,10
324225.288,5531810.177,Plane-Sycamore,10
324231.224,5531822.98,Plane-Sycamore,10
324237.402,5531835.604,Plane-Sycamore,10
324243.385,5531848.006,Plane-Sycamore,10
324249.279,5531860.251,Plane-Sycamore,13
324280.876,5531890.639,Plane-Sycamore,5
324276.56,5531880.822,Plane-Sycamore,5
324271.398,5531870.591,Plane-Sycamore,5
324262.794,5531853.376,Plane-Sycamore,5
324257.884,5531842.768,Plane-Sycamore,5
324253.751,5531834.701,Plane-Sycamore,5
324244.031,5531815.165,Plane-Sycamore,5
324240.308,5531806.113,Plane-Sycamore,5
324235.308,5531795.971,Plane-Sycamore,5
324226.201,5531777.345,Plane-Sycamore,5
324221.091,5531768.702,Plane-Sycamore,5
324216.889,5531759.055,Plane-Sycamore,5
324207.728,5531739.817,Plane-Sycamore,5
324172.203,5528752.867,Plane-Sycamore,5
324171.681,5528738.856,Plane-Sycamore,5
324171.182,5528720.173,Plane-Sycamore,5
324170.657,5528706.872,Plane-Sycamore,5
324169.865,5528690.455,Plane-Sycamore,5
324169.4,5528677.086,Plane-Sycamore,5
324191.938,5528744.798,Pine,28
324190.672,5528724.765,Pine,23
324187.936,5528693.401,Pine,51
324186.93,5528663.79,Cherry/Plum,10
324185.732,5528647.447,Pine,15
324184.679,5528619.532,Pine,15
324184.916,5528631.838,Cherry/Plum,15
324183.786,5528605.064,Cherry/Plum,15
324181.937,5528559.684,Cherry/Plum,10
324181.963,5528573.313,Pine,13
324162.298,5528567.241,Pine,36
324162.2,5528552.564,Cherry/Plum,30
324164.057,5528581.088,Cherry/Plum,30
324164.756,5528596.742,Pine,36
324166.754,5528630.612,Pine,30
324166.746,5528641.318,Plane-Sycamore,5
324167.593,5528653.77,Plane-Sycamore,5
324161.584,5528491.415,Honey Locust,15
